fan_id,age_group,household_type,distance_from_arena_bucket,preferred_ticket_segment,loyalty_status,games_attended_last_12_months,avg_ticket_spend,avg_concession_spend,avg_merchandise_spend,promotion_usage_rate,email_engagement_score,fan_value_score
225,35-44,Single,15-30 miles,Group Sales,Casual Fan,2,70.85,42.7,68.32,0.2345,0.2683,0.4004
226,45-54,Empty Nester,<5 miles,Season Ticket,Casual Fan,6,115.3,28.81,14.91,0.215,0.3625,0.3184
227,55-64,Corporate,5-15 miles,Family Pack,Casual Fan,3,103.28,14.27,37.87,0.2187,0.7414,0.3267
228,35-44,Empty Nester,30-60 miles,Upper Bowl,New Fan,2,82.77,11.14,11.74,0.3207,0.5365,0.2209
229,65+,Family with Kids,15-30 miles,Premium Courtside,Corporate Guest,4,229.41,36.35,36.02,0.2685,0.3485,0.4581
230,25-34,Corporate,15-30 miles,Upper Bowl,Season Ticket Holder,40,196.39,22.17,28.76,0.0169,0.3122,0.5561
231,45-54,Family with Kids,<5 miles,Season Ticket,Season Ticket Holder,40,207.81,27.19,33.25,0.4363,0.4277,0.5807
232,55-64,Single,30-60 miles,Upper Bowl,Premium Member,36,280.26,33.23,18.08,0.3392,0.3098,0.6023
233,25-34,Corporate,<5 miles,Family Pack,Season Ticket Holder,41,208.99,36.15,5.09,0.3795,0.4513,0.5687
234,45-54,Corporate,<5 miles,Club Level,Repeat Buyer,7,133.55,16.81,29.71,0.4932,0.2879,0.3039
235,45-54,Student,5-15 miles,Corporate Partner Allocation,Premium Member,30,269.08,43.31,51.13,0.2375,0.715,0.7055
236,25-34,Student,60+ miles,Premium Courtside,New Fan,3,65.58,19.6,70.44,0.439,0.6986,0.361
237,65+,Corporate,15-30 miles,Family Pack,Casual Fan,6,78.39,41.77,13.86,0.3689,0.7345,0.3605
238,35-44,Student,15-30 miles,Lower Bowl,Season Ticket Holder,40,231.44,36.89,50.57,0.589,0.5502,0.6685
239,18-24,Student,15-30 miles,Group Sales,Corporate Guest,9,172.61,22.12,8.63,0.2829,0.6577,0.3697
240,25-34,Student,5-15 miles,Student Promo,Casual Fan,5,98.51,36.94,54.19,0.2302,0.6883,0.4331
241,45-54,Corporate,15-30 miles,Family Pack,Repeat Buyer,11,102.57,43.41,37.57,0.4525,0.5624,0.4322
242,25-34,Family with Kids,<5 miles,Upper Bowl,Season Ticket Holder,35,220.5,27.99,71.64,0.1488,0.5348,0.6659
243,55-64,Single,15-30 miles,Lower Bowl,Casual Fan,7,115.35,38.23,68.94,0.2479,0.7811,0.4963
244,55-64,Single,15-30 miles,Season Ticket,Repeat Buyer,6,95.16,13.73,65.98,0.3783,0.1771,0.3216
245,45-54,Empty Nester,30-60 miles,Season Ticket,Repeat Buyer,5,113.72,38.22,27.02,0.3098,0.4962,0.375
246,25-34,Corporate,<5 miles,Corporate Partner Allocation,Premium Member,23,280.4,34.12,13.33,0.3282,0.2941,0.532
247,18-24,Single,5-15 miles,Student Promo,Casual Fan,3,83.2,38.52,43.94,0.2457,0.5397,0.3818
248,18-24,Couple,<5 miles,Upper Bowl,New Fan,1,74.73,42.15,17.92,0.5247,0.5751,0.3184
249,18-24,Student,15-30 miles,Family Pack,New Fan,4,76.03,33.16,47.92,0.4494,0.1504,0.3216
250,45-54,Corporate,<5 miles,Family Pack,Repeat Buyer,9,79.11,10.91,70.33,0.2759,0.4606,0.3559
251,25-34,Corporate,15-30 miles,Season Ticket,Casual Fan,7,88.91,22.33,47.79,0.3771,0.4336,0.3418
252,25-34,Empty Nester,5-15 miles,Club Level,Casual Fan,7,68.92,22.79,14.41,0.6252,0.709,0.2804
253,45-54,Single,15-30 miles,Corporate Partner Allocation,Corporate Guest,7,190.46,44.01,8.9,0.4755,0.4733,0.4192
254,35-44,Single,15-30 miles,Upper Bowl,Corporate Guest,9,169.0,40.9,28.36,0.4551,0.5993,0.452
255,35-44,Corporate,5-15 miles,Student Promo,Repeat Buyer,14,119.9,25.48,69.64,0.2589,0.0773,0.4218
256,55-64,Corporate,<5 miles,Club Level,Casual Fan,4,82.61,42.84,9.91,0.1412,0.7028,0.3584
257,18-24,Student,5-15 miles,Group Sales,Casual Fan,8,91.84,13.34,48.35,0.4033,0.2291,0.2983
258,35-44,Single,5-15 miles,Corporate Partner Allocation,Casual Fan,7,86.53,32.81,32.45,0.1809,0.2671,0.3393
259,35-44,Empty Nester,15-30 miles,Corporate Partner Allocation,Premium Member,20,316.34,32.14,73.5,0.2845,0.4229,0.6666
260,45-54,Empty Nester,60+ miles,Corporate Partner Allocation,Casual Fan,7,105.59,25.98,11.27,0.655,0.5537,0.2966
261,25-34,Couple,60+ miles,Lower Bowl,Casual Fan,6,113.15,41.2,37.19,0.156,0.4352,0.4101
262,55-64,Student,15-30 miles,Student Promo,Corporate Guest,3,225.87,8.16,12.42,0.3442,0.4514,0.3187
263,18-24,Student,<5 miles,Student Promo,Repeat Buyer,13,86.97,27.36,12.33,0.146,0.628,0.3509
264,45-54,Couple,15-30 miles,Season Ticket,Repeat Buyer,7,121.47,22.92,16.52,0.3575,0.2588,0.294
265,18-24,Student,5-15 miles,Lower Bowl,Casual Fan,7,119.7,9.79,36.9,0.1731,0.7832,0.3487
266,35-44,Corporate,<5 miles,Lower Bowl,Casual Fan,5,67.33,15.1,8.12,0.5728,0.5091,0.2146
267,25-34,Student,5-15 miles,Family Pack,Casual Fan,7,68.35,11.51,75.46,0.2738,0.5088,0.3544
268,55-64,Single,<5 miles,Student Promo,Season Ticket Holder,35,186.02,13.22,39.33,0.4278,0.1643,0.4783
269,65+,Corporate,5-15 miles,Student Promo,Repeat Buyer,9,164.9,41.48,25.98,0.4125,0.6418,0.4527
270,35-44,Student,<5 miles,Student Promo,Repeat Buyer,15,177.04,32.56,17.01,0.222,0.5,0.4402
271,35-44,Corporate,5-15 miles,Student Promo,Repeat Buyer,6,114.64,30.56,38.33,0.2299,0.3515,0.3658
272,35-44,Empty Nester,30-60 miles,Corporate Partner Allocation,Casual Fan,5,69.54,13.74,5.4,0.1706,0.7643,0.2523
273,35-44,Empty Nester,5-15 miles,Premium Courtside,Casual Fan,2,65.78,15.32,43.8,0.3062,0.5956,0.2884
274,35-44,Empty Nester,15-30 miles,Family Pack,Premium Member,25,285.67,14.01,65.67,0.3081,0.3635,0.5849
275,25-34,Empty Nester,15-30 miles,Club Level,Casual Fan,5,93.13,14.52,40.88,0.2325,0.1526,0.2755
276,45-54,Family with Kids,30-60 miles,Corporate Partner Allocation,Premium Member,37,349.28,40.84,78.09,0.5848,0.5551,0.811
277,65+,Student,30-60 miles,Premium Courtside,Casual Fan,5,61.38,29.51,29.33,0.464,0.5418,0.3065
278,45-54,Student,<5 miles,Group Sales,Season Ticket Holder,38,147.91,36.91,70.87,0.628,0.6373,0.6386
279,18-24,Corporate,15-30 miles,Corporate Partner Allocation,Casual Fan,2,79.26,42.0,60.53,0.2682,0.7481,0.4363
280,55-64,Empty Nester,<5 miles,Season Ticket,Repeat Buyer,13,110.2,13.49,52.54,0.1479,0.7198,0.4072
281,25-34,Single,<5 miles,Group Sales,Casual Fan,2,86.52,38.71,62.55,0.1995,0.5643,0.4198
282,35-44,Single,60+ miles,Corporate Partner Allocation,Casual Fan,6,84.83,40.6,14.83,0.2517,0.3277,0.3286
283,35-44,Empty Nester,5-15 miles,Lower Bowl,Casual Fan,4,61.55,10.07,25.73,0.1095,0.7252,0.2662
284,65+,Corporate,5-15 miles,Family Pack,Casual Fan,8,92.0,18.27,79.48,0.1039,0.343,0.3996
285,18-24,Corporate,<5 miles,Upper Bowl,Season Ticket Holder,35,180.87,33.0,51.82,0.1768,0.419,0.6016
286,45-54,Empty Nester,30-60 miles,Season Ticket,Casual Fan,2,102.44,35.23,39.57,0.2286,0.1165,0.3313
287,35-44,Couple,5-15 miles,Group Sales,Premium Member,35,248.92,14.73,22.22,0.1686,0.7032,0.567
288,25-34,Empty Nester,30-60 miles,Club Level,Repeat Buyer,15,143.72,28.69,72.85,0.1769,0.2203,0.4804
289,18-24,Empty Nester,5-15 miles,Season Ticket,Casual Fan,5,98.27,15.03,27.55,0.0939,0.7664,0.3245
290,25-34,Family with Kids,5-15 miles,Club Level,Casual Fan,4,78.15,39.41,15.99,0.5425,0.3795,0.3025
291,25-34,Corporate,5-15 miles,Premium Courtside,Casual Fan,2,55.56,33.2,76.95,0.408,0.5133,0.3888
292,35-44,Couple,5-15 miles,Season Ticket,Casual Fan,7,55.21,17.12,75.31,0.5912,0.3689,0.3327
293,45-54,Family with Kids,5-15 miles,Group Sales,Casual Fan,4,109.42,28.38,34.99,0.6521,0.6063,0.3428
294,45-54,Family with Kids,<5 miles,Premium Courtside,Season Ticket Holder,41,181.53,20.73,76.22,0.4799,0.4835,0.6276
295,18-24,Family with Kids,15-30 miles,Corporate Partner Allocation,Casual Fan,5,100.78,14.2,24.81,0.2557,0.5537,0.2892
296,35-44,Family with Kids,15-30 miles,Season Ticket,Repeat Buyer,15,104.71,34.15,64.91,0.1286,0.4568,0.4794
297,18-24,Empty Nester,<5 miles,Lower Bowl,Repeat Buyer,6,137.56,33.43,50.64,0.3286,0.352,0.4114
298,35-44,Corporate,15-30 miles,Season Ticket,Premium Member,27,276.93,10.29,23.22,0.1721,0.2856,0.4949
299,25-34,Family with Kids,<5 miles,Upper Bowl,Repeat Buyer,7,160.77,17.85,20.15,0.3429,0.4258,0.3319
300,35-44,Corporate,5-15 miles,Student Promo,Casual Fan,8,81.89,8.98,45.11,0.4091,0.5848,0.3053
301,18-24,Couple,5-15 miles,Premium Courtside,Repeat Buyer,7,122.25,30.92,9.69,0.2856,0.7846,0.3646
302,25-34,Couple,5-15 miles,Upper Bowl,Casual Fan,8,70.18,22.34,55.82,0.494,0.3813,0.3362
303,65+,Empty Nester,15-30 miles,Family Pack,Repeat Buyer,10,82.4,10.54,66.06,0.3564,0.6522,0.3693
304,65+,Student,15-30 miles,Corporate Partner Allocation,Repeat Buyer,13,142.3,29.68,78.46,0.3296,0.2899,0.4826
305,35-44,Empty Nester,<5 miles,Family Pack,Repeat Buyer,15,75.24,20.9,55.58,0.4099,0.3016,0.3652
306,65+,Corporate,15-30 miles,Premium Courtside,Casual Fan,2,75.45,42.52,29.27,0.4874,0.744,0.3651
307,25-34,Couple,15-30 miles,Family Pack,Repeat Buyer,13,126.41,28.21,73.22,0.3061,0.8354,0.5113
308,25-34,Couple,15-30 miles,Upper Bowl,Casual Fan,5,100.96,10.63,45.54,0.6925,0.3154,0.2707
309,45-54,Empty Nester,<5 miles,Upper Bowl,Casual Fan,5,116.94,10.03,21.04,0.5448,0.2585,0.2368
310,25-34,Empty Nester,30-60 miles,Family Pack,Season Ticket Holder,37,154.44,12.17,49.28,0.7122,0.4916,0.4971
311,35-44,Empty Nester,30-60 miles,Lower Bowl,Casual Fan,8,86.87,11.0,5.96,0.2472,0.3506,0.2271
312,55-64,Empty Nester,15-30 miles,Season Ticket,New Fan,3,69.93,26.31,58.13,0.6331,0.4621,0.3303
313,45-54,Empty Nester,5-15 miles,Corporate Partner Allocation,Repeat Buyer,6,153.49,31.5,26.96,0.1716,0.6284,0.4085
314,45-54,Student,60+ miles,Season Ticket,Premium Member,26,378.07,26.94,39.22,0.557,0.677,0.6741
315,35-44,Student,<5 miles,Group Sales,Premium Member,40,253.26,15.87,66.19,0.3589,0.5419,0.6554
316,35-44,Single,<5 miles,Upper Bowl,Premium Member,20,223.51,9.66,16.8,0.3287,0.7603,0.4447
317,35-44,Couple,5-15 miles,Group Sales,Casual Fan,2,63.36,22.75,12.05,0.0803,0.5146,0.2549
318,35-44,Corporate,5-15 miles,Club Level,Season Ticket Holder,39,192.4,29.43,20.65,0.3747,0.4666,0.5546
319,35-44,Single,30-60 miles,Corporate Partner Allocation,Repeat Buyer,5,170.54,42.2,5.56,0.4406,0.2406,0.3602
320,18-24,Student,30-60 miles,Group Sales,Season Ticket Holder,38,192.34,34.83,71.61,0.1511,0.4229,0.6701
321,35-44,Student,60+ miles,Lower Bowl,Corporate Guest,8,326.89,40.26,62.13,0.2146,0.3992,0.6232
322,55-64,Couple,<5 miles,Upper Bowl,Season Ticket Holder,40,162.08,44.09,37.01,0.1731,0.1333,0.5922
323,45-54,Empty Nester,60+ miles,Club Level,Casual Fan,5,100.16,12.66,54.01,0.3681,0.7956,0.3569
324,45-54,Family with Kids,15-30 miles,Premium Courtside,New Fan,4,55.06,15.82,13.67,0.1592,0.4101,0.2237
325,55-64,Empty Nester,5-15 miles,Premium Courtside,Repeat Buyer,9,142.33,38.46,48.69,0.6028,0.2402,0.418
326,55-64,Corporate,<5 miles,Premium Courtside,Premium Member,36,215.27,16.15,68.66,0.2155,0.4006,0.6049
327,25-34,Couple,5-15 miles,Corporate Partner Allocation,Premium Member,30,316.79,40.96,34.18,0.2309,0.4435,0.6762
328,45-54,Student,<5 miles,Premium Courtside,Casual Fan,7,76.43,42.16,23.23,0.6066,0.6017,0.3575
329,35-44,Family with Kids,15-30 miles,Premium Courtside,Season Ticket Holder,41,146.56,23.68,11.15,0.5244,0.5708,0.4947
330,45-54,Single,15-30 miles,Group Sales,Casual Fan,3,118.97,18.81,10.16,0.242,0.5525,0.2821
331,45-54,Family with Kids,5-15 miles,Corporate Partner Allocation,Casual Fan,8,106.97,12.35,41.31,0.458,0.5624,0.3242
332,45-54,Empty Nester,30-60 miles,Upper Bowl,Repeat Buyer,15,76.71,16.58,13.62,0.0731,0.9717,0.3571
333,35-44,Couple,60+ miles,Family Pack,Repeat Buyer,6,147.31,42.66,75.16,0.4576,0.5539,0.5095
334,55-64,Single,<5 miles,Lower Bowl,Repeat Buyer,6,91.26,40.06,6.15,0.1258,0.6269,0.3517
335,25-34,Student,60+ miles,Upper Bowl,Casual Fan,6,100.19,14.95,44.27,0.2517,0.5626,0.3337
336,35-44,Family with Kids,15-30 miles,Premium Courtside,Repeat Buyer,5,147.07,33.68,57.27,0.403,0.2909,0.4174
337,25-34,Couple,15-30 miles,Student Promo,New Fan,4,83.57,21.96,13.8,0.191,0.0969,0.2337
338,35-44,Student,15-30 miles,Student Promo,Casual Fan,3,109.59,32.12,75.81,0.3151,0.6145,0.4448
339,25-34,Student,<5 miles,Premium Courtside,Season Ticket Holder,36,232.21,28.6,37.67,0.303,0.7659,0.6336
340,25-34,Family with Kids,60+ miles,Family Pack,Season Ticket Holder,40,234.77,22.84,46.55,0.4276,0.7894,0.6487
341,35-44,Couple,15-30 miles,Family Pack,Corporate Guest,6,163.57,22.54,38.25,0.4564,0.7826,0.4088
342,35-44,Couple,<5 miles,Group Sales,Casual Fan,3,75.86,36.03,60.68,0.3522,0.2231,0.3622
343,25-34,Family with Kids,15-30 miles,Club Level,New Fan,3,49.23,27.99,36.38,0.0827,0.4345,0.3038
344,18-24,Empty Nester,30-60 miles,Upper Bowl,Casual Fan,2,109.61,15.29,61.16,0.2264,0.6217,0.3615
345,35-44,Empty Nester,5-15 miles,Upper Bowl,New Fan,3,47.94,19.05,28.67,0.8333,0.4328,0.2208
346,55-64,Single,5-15 miles,Student Promo,Casual Fan,7,116.39,36.79,65.31,0.3002,0.3341,0.4382
347,45-54,Single,30-60 miles,Family Pack,Repeat Buyer,11,161.41,21.73,53.76,0.2913,0.7061,0.4585
348,45-54,Empty Nester,5-15 miles,Group Sales,Casual Fan,6,92.0,34.44,26.79,0.2342,0.7294,0.3771
349,45-54,Student,<5 miles,Family Pack,Casual Fan,7,61.49,35.76,19.59,0.257,0.6947,0.3445
350,18-24,Corporate,15-30 miles,Group Sales,Repeat Buyer,10,135.02,42.54,37.84,0.0869,0.4985,0.4621
351,55-64,Couple,<5 miles,Family Pack,Premium Member,29,232.86,20.27,46.72,0.5456,0.7222,0.5727
352,55-64,Empty Nester,15-30 miles,Family Pack,Season Ticket Holder,36,219.36,22.96,5.08,0.4222,0.7229,0.5335
353,45-54,Empty Nester,5-15 miles,Group Sales,Repeat Buyer,13,168.69,35.53,23.41,0.7485,0.6644,0.436
354,65+,Single,5-15 miles,Corporate Partner Allocation,Corporate Guest,12,236.46,30.76,11.38,0.3312,0.5027,0.45
355,35-44,Couple,60+ miles,Premium Courtside,Repeat Buyer,6,81.23,13.46,14.86,0.4296,0.3983,0.2335
356,55-64,Empty Nester,15-30 miles,Student Promo,Repeat Buyer,13,102.95,12.61,37.5,0.4299,0.6257,0.3469
357,55-64,Corporate,<5 miles,Premium Courtside,Corporate Guest,12,178.27,29.25,14.95,0.213,0.3261,0.3947
358,35-44,Single,<5 miles,Club Level,Casual Fan,4,74.81,33.55,28.86,0.5986,0.6971,0.3334
359,25-34,Corporate,30-60 miles,Group Sales,Repeat Buyer,14,105.74,13.86,15.33,0.3226,0.3129,0.2906
360,35-44,Couple,5-15 miles,Upper Bowl,Corporate Guest,3,188.13,17.05,59.96,0.1472,0.5242,0.4253
361,45-54,Student,5-15 miles,Upper Bowl,Premium Member,23,255.32,11.98,73.31,0.2984,0.3076,0.554
362,18-24,Student,<5 miles,Group Sales,Season Ticket Holder,37,218.43,25.63,53.95,0.5639,0.3124,0.59
363,45-54,Student,30-60 miles,Corporate Partner Allocation,Corporate Guest,3,208.2,11.88,34.7,0.4431,0.6378,0.3729
364,55-64,Couple,5-15 miles,Upper Bowl,Season Ticket Holder,36,168.61,25.13,22.89,0.2398,0.3648,0.5079
365,45-54,Student,15-30 miles,Lower Bowl,New Fan,1,43.87,30.07,33.05,0.5998,0.2218,0.2434
366,18-24,Family with Kids,5-15 miles,Student Promo,Repeat Buyer,5,130.04,23.15,49.68,0.501,0.4562,0.3664
367,45-54,Single,<5 miles,Corporate Partner Allocation,Casual Fan,2,107.21,36.06,5.4,0.1392,0.6146,0.328
368,35-44,Family with Kids,5-15 miles,Family Pack,New Fan,4,57.14,44.7,47.47,0.4669,0.5789,0.3865
369,35-44,Student,15-30 miles,Corporate Partner Allocation,Corporate Guest,3,354.8,42.4,77.36,0.1119,0.6417,0.6856
370,25-34,Corporate,30-60 miles,Student Promo,Season Ticket Holder,37,157.26,11.84,24.71,0.2729,0.5847,0.4834
371,35-44,Empty Nester,<5 miles,Student Promo,Season Ticket Holder,40,131.56,40.23,75.73,0.1355,0.4645,0.6632
372,35-44,Single,60+ miles,Group Sales,Season Ticket Holder,37,149.29,16.22,58.24,0.3996,0.3249,0.5224
373,45-54,Empty Nester,5-15 miles,Student Promo,Corporate Guest,3,325.68,30.53,43.33,0.259,0.4014,0.5281
374,25-34,Student,15-30 miles,Premium Courtside,Repeat Buyer,9,149.4,12.05,27.58,0.1285,0.6033,0.3559
375,35-44,Couple,30-60 miles,Family Pack,New Fan,4,54.92,23.99,9.62,0.6262,0.3945,0.2184
376,65+,Family with Kids,15-30 miles,Student Promo,Season Ticket Holder,35,224.55,30.01,24.99,0.1151,0.8682,0.6233
377,35-44,Student,5-15 miles,Corporate Partner Allocation,Season Ticket Holder,35,237.25,33.75,17.29,0.2879,0.8418,0.62
378,55-64,Empty Nester,15-30 miles,Group Sales,Casual Fan,8,66.09,44.57,57.98,0.2628,0.5938,0.4439
379,55-64,Corporate,<5 miles,Premium Courtside,Repeat Buyer,15,176.51,20.17,22.0,0.1854,0.4966,0.4093
380,35-44,Family with Kids,15-30 miles,Upper Bowl,Casual Fan,4,97.95,39.12,42.15,0.2493,0.195,0.3622
381,55-64,Single,5-15 miles,Premium Courtside,Casual Fan,7,71.77,18.42,55.11,0.217,0.3546,0.3293
382,65+,Empty Nester,<5 miles,Corporate Partner Allocation,Casual Fan,8,63.4,13.3,32.7,0.1467,0.2904,0.2657
383,45-54,Family with Kids,60+ miles,Upper Bowl,Casual Fan,2,73.69,13.62,66.1,0.2738,0.3838,0.3111
384,18-24,Corporate,5-15 miles,Club Level,Season Ticket Holder,40,169.31,19.49,63.73,0.3534,0.4647,0.5901
385,18-24,Empty Nester,15-30 miles,Corporate Partner Allocation,New Fan,4,56.4,31.87,53.02,0.1475,0.293,0.3409
386,18-24,Empty Nester,15-30 miles,Season Ticket,Season Ticket Holder,41,233.52,9.27,54.15,0.2358,0.649,0.6172
387,18-24,Single,15-30 miles,Upper Bowl,Repeat Buyer,5,75.37,18.95,44.38,0.2509,0.0711,0.274
388,35-44,Family with Kids,5-15 miles,Club Level,Casual Fan,3,78.75,26.54,47.2,0.705,0.4879,0.3164
389,45-54,Empty Nester,5-15 miles,Club Level,Season Ticket Holder,36,191.15,15.46,12.34,0.3105,0.3728,0.4707
390,35-44,Couple,15-30 miles,Corporate Partner Allocation,Casual Fan,4,110.8,29.43,71.78,0.4624,0.429,0.4082
391,45-54,Empty Nester,15-30 miles,Corporate Partner Allocation,Corporate Guest,11,368.4,29.71,43.03,0.2578,0.1134,0.5684
392,65+,Single,5-15 miles,Lower Bowl,Season Ticket Holder,39,178.68,25.34,71.15,0.3181,0.1811,0.5993
393,18-24,Single,30-60 miles,Lower Bowl,Repeat Buyer,8,93.23,9.64,68.23,0.2462,0.2754,0.3368
394,45-54,Single,15-30 miles,Family Pack,Casual Fan,8,68.62,30.54,24.96,0.572,0.4612,0.3085
395,35-44,Corporate,5-15 miles,Premium Courtside,Casual Fan,4,87.77,44.12,79.33,0.575,0.7505,0.4799
396,55-64,Family with Kids,60+ miles,Student Promo,Season Ticket Holder,35,144.81,13.78,68.2,0.3851,0.6139,0.5493
397,18-24,Family with Kids,<5 miles,Season Ticket,Casual Fan,7,105.52,24.44,79.68,0.1604,0.7487,0.4639
398,45-54,Single,<5 miles,Corporate Partner Allocation,Season Ticket Holder,36,260.26,36.43,30.2,0.529,0.6708,0.6467
399,55-64,Empty Nester,60+ miles,Group Sales,Repeat Buyer,11,142.65,25.81,31.34,0.4952,0.7955,0.4142
400,18-24,Student,<5 miles,Lower Bowl,Premium Member,38,376.25,41.97,76.42,0.0991,0.5718,0.8634
401,35-44,Single,30-60 miles,Lower Bowl,Repeat Buyer,11,107.9,20.54,65.91,0.2204,0.2556,0.3942
402,35-44,Family with Kids,<5 miles,Corporate Partner Allocation,Repeat Buyer,6,169.29,38.43,39.71,0.2182,0.3029,0.4329
403,35-44,Empty Nester,30-60 miles,Family Pack,Repeat Buyer,9,132.17,24.2,27.21,0.1926,0.5163,0.3704
404,35-44,Family with Kids,<5 miles,Lower Bowl,Corporate Guest,5,294.39,30.96,14.86,0.6731,0.4962,0.4504
405,18-24,Family with Kids,5-15 miles,Premium Courtside,Season Ticket Holder,36,254.63,42.03,48.22,0.3232,0.5001,0.688
406,35-44,Couple,<5 miles,Corporate Partner Allocation,Premium Member,36,413.87,10.4,58.11,0.4974,0.0777,0.674
407,25-34,Family with Kids,15-30 miles,Family Pack,Casual Fan,5,84.75,39.54,14.09,0.4348,0.798,0.3566
408,35-44,Corporate,5-15 miles,Season Ticket,Casual Fan,2,83.11,38.38,78.95,0.2799,0.4973,0.4361
409,55-64,Single,5-15 miles,Season Ticket,Repeat Buyer,14,87.09,31.45,69.33,0.5441,0.4912,0.4428
410,18-24,Empty Nester,<5 miles,Upper Bowl,Repeat Buyer,5,139.13,28.22,31.7,0.2297,0.6079,0.3854
411,35-44,Student,15-30 miles,Lower Bowl,Casual Fan,4,94.49,11.33,27.53,0.2483,0.6953,0.2895
412,25-34,Single,15-30 miles,Family Pack,Season Ticket Holder,37,159.28,16.95,37.24,0.5258,0.5727,0.5117
413,45-54,Empty Nester,60+ miles,Corporate Partner Allocation,Premium Member,27,423.52,43.26,67.94,0.308,0.2148,0.7888
414,45-54,Empty Nester,5-15 miles,Club Level,Repeat Buyer,7,116.61,9.92,79.24,0.3647,0.2204,0.3603
415,55-64,Family with Kids,30-60 miles,Season Ticket,Repeat Buyer,14,144.52,35.17,19.61,0.2091,0.7054,0.4448
416,35-44,Single,30-60 miles,Upper Bowl,Season Ticket Holder,38,179.04,21.65,74.59,0.297,0.9055,0.6623
417,18-24,Family with Kids,15-30 miles,Season Ticket,Repeat Buyer,5,95.08,42.89,32.3,0.1754,0.5929,0.4024
418,18-24,Empty Nester,<5 miles,Student Promo,Repeat Buyer,9,99.89,36.4,76.06,0.3235,0.8123,0.5006
419,35-44,Corporate,15-30 miles,Family Pack,Casual Fan,5,89.19,24.33,30.96,0.1746,0.2302,0.2972
420,65+,Empty Nester,15-30 miles,Group Sales,Season Ticket Holder,36,206.52,43.99,55.68,0.1106,0.1613,0.6479
421,25-34,Corporate,5-15 miles,Family Pack,Premium Member,40,217.91,31.74,15.81,0.0923,0.5584,0.6013
422,35-44,Family with Kids,15-30 miles,Corporate Partner Allocation,Corporate Guest,9,292.84,9.2,45.2,0.0451,0.6074,0.4956
423,35-44,Family with Kids,30-60 miles,Corporate Partner Allocation,Casual Fan,5,79.19,27.38,33.13,0.4217,0.8336,0.3516
424,35-44,Empty Nester,15-30 miles,Group Sales,Repeat Buyer,7,178.13,40.54,7.84,0.3837,0.6808,0.4214
425,45-54,Student,5-15 miles,Family Pack,Corporate Guest,6,369.69,28.67,14.3,0.1948,0.5258,0.532
426,35-44,Single,30-60 miles,Corporate Partner Allocation,Casual Fan,2,73.18,35.17,21.89,0.2676,0.432,0.3048
427,45-54,Family with Kids,60+ miles,Club Level,Premium Member,26,259.24,8.54,54.85,0.5294,0.4821,0.5315
428,35-44,Empty Nester,5-15 miles,Group Sales,Season Ticket Holder,40,210.82,18.31,79.16,0.6546,0.5397,0.6398
429,35-44,Single,15-30 miles,Club Level,Repeat Buyer,7,103.66,8.51,7.9,0.2259,0.2739,0.224
430,25-34,Family with Kids,15-30 miles,Corporate Partner Allocation,Corporate Guest,10,206.08,28.7,57.8,0.3693,0.2617,0.4708
431,35-44,Single,15-30 miles,Student Promo,Premium Member,31,287.12,14.22,13.1,0.3697,0.1364,0.4917
432,18-24,Empty Nester,30-60 miles,Lower Bowl,Corporate Guest,10,320.07,29.12,38.47,0.1478,0.6223,0.5718
433,35-44,Single,30-60 miles,Club Level,Season Ticket Holder,38,202.37,31.39,44.89,0.4896,0.3201,0.5891
434,25-34,Couple,15-30 miles,Family Pack,Premium Member,38,330.14,14.44,22.1,0.2072,0.6707,0.6384
435,18-24,Student,5-15 miles,Family Pack,Season Ticket Holder,37,169.94,39.8,9.62,0.1275,0.4173,0.5487
436,55-64,Student,5-15 miles,Group Sales,Premium Member,26,302.81,12.35,68.73,0.1761,0.3845,0.612
437,45-54,Single,<5 miles,Season Ticket,Premium Member,22,335.59,22.96,8.11,0.3622,0.2148,0.5134
438,18-24,Empty Nester,5-15 miles,Group Sales,Repeat Buyer,11,166.19,23.59,73.82,0.2254,0.2274,0.4614
439,55-64,Single,60+ miles,Upper Bowl,Repeat Buyer,15,151.63,17.47,8.93,0.4212,0.1565,0.3107
440,45-54,Empty Nester,5-15 miles,Lower Bowl,New Fan,3,64.7,19.66,19.04,0.5252,0.4684,0.2368
441,18-24,Family with Kids,<5 miles,Upper Bowl,Repeat Buyer,8,137.74,27.77,46.62,0.0894,0.3076,0.4024
442,55-64,Student,<5 miles,Family Pack,Casual Fan,8,83.83,29.72,42.56,0.3417,0.479,0.3639
443,25-34,Empty Nester,5-15 miles,Group Sales,New Fan,4,75.6,13.53,61.48,0.1728,0.4763,0.3277
444,35-44,Single,15-30 miles,Club Level,Season Ticket Holder,41,233.36,36.35,71.45,0.0761,0.8278,0.7656
